age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,age_group,probabilidad_exito
35,admin.,single,university.degree,no,yes,no,cellular,may,fri,1,12,1,success,-1.8,92.893,-46.2,1.313,5099.1,Adulto,0.80824137609292
75,retired,married,basic.4y,no,no,no,cellular,apr,tue,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,Senior,0.642610386425365
31,admin.,single,university.degree,no,no,no,cellular,apr,thu,16,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,Adulto,0.5396851034790918
25,admin.,married,university.degree,no,yes,no,telephone,nov,mon,8,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,Joven,0.6525247261714566
26,blue-collar,married,basic.4y,no,yes,no,cellular,may,tue,2,6,1,success,-1.8,92.893,-46.2,1.291,5099.1,Joven,0.7705884355133401
23,student,single,high.school,no,no,no,cellular,aug,mon,1,999,0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2,Joven,0.8334264125458893
24,technician,single,professional.course,no,yes,no,telephone,mar,thu,3,999,0,nonexistent,-1.8,93.369,-34.8,0.643,5008.7,Joven,0.8421577723266216
28,admin.,single,high.school,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,Joven,0.5128394766577177
25,services,single,high.school,no,yes,no,telephone,jul,thu,2,999,2,failure,-1.7,94.215,-40.3,0.81,4991.6,Joven,0.7398811064578981
28,technician,single,basic.9y,no,no,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,Joven,0.5046832202921395
61,retired,married,university.degree,no,yes,no,cellular,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,Senior,0.7781841835656935
41,technician,married,professional.course,no,yes,no,cellular,sep,mon,2,999,0,nonexistent,-3.4,92.379,-29.8,0.771,5017.5,Adulto,0.7993978646156972
28,student,single,high.school,no,no,no,cellular,sep,fri,2,999,0,nonexistent,-3.4,92.379,-29.8,0.803,5017.5,Joven,0.8865130631655725
29,technician,married,professional.course,no,yes,no,cellular,oct,fri,1,5,2,success,-1.1,94.601,-49.5,0.972,4963.6,Joven,0.9668671573521292
39,services,married,high.school,unknown,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.5882479751631813
59,self-employed,married,university.degree,no,no,no,cellular,dec,mon,1,999,1,failure,-3.0,92.713,-33.0,0.706,5023.5,Maduro,0.8310735772704209
59,unemployed,married,basic.4y,no,yes,no,cellular,jun,mon,1,6,2,success,-1.7,94.055,-39.8,0.72,4991.6,Maduro,0.8948804121137676
43,self-employed,married,high.school,unknown,no,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.498,5099.1,Adulto,0.6458153645938526
32,blue-collar,married,professional.course,unknown,no,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,Adulto,0.571404133033333
34,technician,married,university.degree,no,no,no,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.5657740167420695
44,admin.,single,university.degree,no,no,no,cellular,aug,thu,1,999,2,failure,-1.7,94.027,-38.3,0.904,4991.6,Adulto,0.8845867725172003
48,admin.,married,high.school,no,no,no,telephone,nov,tue,1,999,2,failure,-1.1,94.767,-50.8,1.049,4963.6,Maduro,0.60052271899711
26,student,single,basic.9y,no,yes,no,cellular,oct,tue,2,999,1,failure,-3.4,92.431,-26.9,0.742,5017.5,Joven,0.8228699939677004
39,technician,married,professional.course,no,yes,no,cellular,aug,mon,1,4,1,success,-2.9,92.201,-31.4,0.884,5076.2,Adulto,0.9280229761304573
20,student,single,unknown,no,yes,no,cellular,apr,wed,4,999,0,nonexistent,-1.8,93.075,-47.1,1.498,5099.1,Joven,0.7472514820013496
33,services,single,high.school,no,yes,no,cellular,mar,fri,2,6,1,success,-1.8,93.369,-34.8,0.636,5008.7,Adulto,0.9745699982330283
73,retired,single,professional.course,no,no,no,cellular,apr,fri,1,6,3,success,-1.8,93.749,-34.6,0.645,5008.7,Senior,0.9631373359956871
40,technician,single,university.degree,no,no,no,cellular,nov,mon,1,7,2,failure,-3.4,92.649,-30.1,0.714,5017.5,Adulto,0.8976299656966459
61,technician,married,professional.course,no,no,no,cellular,oct,thu,1,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,Senior,0.8779057776122063
30,self-employed,single,university.degree,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,Joven,0.7186686017750047
63,technician,married,unknown,no,yes,no,cellular,dec,mon,2,999,1,failure,-3.0,92.713,-33.0,0.715,5023.5,Senior,0.8427405134800224
71,retired,married,basic.4y,no,yes,no,cellular,sep,tue,1,999,0,nonexistent,-3.4,92.379,-29.8,0.788,5017.5,Senior,0.8792521000017484
52,technician,married,university.degree,no,no,no,cellular,may,thu,1,3,4,success,-1.8,93.876,-40.0,0.677,5008.7,Maduro,0.9206153960176585
35,blue-collar,married,basic.9y,no,no,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.628500947842717
85,retired,married,basic.4y,unknown,yes,no,cellular,apr,tue,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Senior,0.6829718539625935
24,student,single,high.school,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,Joven,0.5342376694662868
53,admin.,married,high.school,no,no,no,cellular,jul,tue,1,999,1,failure,-2.9,92.469,-33.6,1.044,5076.2,Maduro,0.6960830243178129
32,management,single,university.degree,no,yes,yes,cellular,nov,fri,2,999,1,failure,-3.4,92.649,-30.1,0.718,5017.5,Adulto,0.7525507383887101
33,technician,married,professional.course,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,Adulto,0.6482523373956263
31,entrepreneur,single,university.degree,no,yes,no,cellular,aug,fri,3,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,Adulto,0.7932922854023934
38,technician,married,university.degree,no,no,no,cellular,dec,wed,1,999,2,failure,-3.0,92.713,-33.0,0.721,5023.5,Adulto,0.8373956248872945
42,services,married,high.school,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,Adulto,0.6242252005807855
40,admin.,married,high.school,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,Adulto,0.6431400967078866
46,admin.,divorced,university.degree,no,no,no,telephone,oct,mon,1,999,0,nonexistent,-0.1,93.798,-40.4,4.912,5195.8,Maduro,0.6672758109066218
34,management,married,university.degree,no,no,no,cellular,aug,thu,1,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,Adulto,0.7949341625562188
41,admin.,married,university.degree,no,yes,no,telephone,aug,thu,1,9,3,failure,-1.7,94.027,-38.3,0.899,4991.6,Adulto,0.9147820448161531
26,admin.,single,high.school,no,no,no,cellular,jun,fri,2,999,1,failure,-2.9,92.963,-40.8,1.268,5076.2,Joven,0.7525601840181624
28,admin.,single,high.school,no,yes,no,cellular,may,thu,2,999,1,failure,-1.8,93.876,-40.0,0.683,5008.7,Joven,0.714700312728562
38,technician,single,high.school,no,no,no,telephone,jun,wed,1,999,0,nonexistent,-1.7,94.055,-39.8,0.715,4991.6,Adulto,0.6687302303363495
38,technician,married,university.degree,no,yes,yes,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,Adulto,0.517620890211627
58,unemployed,married,basic.4y,unknown,yes,no,cellular,mar,thu,4,999,0,nonexistent,-1.8,92.843,-50.0,1.538,5099.1,Maduro,0.7573838319432843
29,admin.,single,university.degree,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,Joven,0.5208800188908973
35,technician,married,professional.course,no,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.6404022905498826
31,technician,married,unknown,no,yes,no,cellular,jun,mon,1,999,1,failure,-2.9,92.963,-40.8,1.266,5076.2,Adulto,0.6872860663544154
78,retired,married,basic.4y,no,yes,no,telephone,mar,fri,1,999,0,nonexistent,-1.8,93.369,-34.8,0.636,5008.7,Senior,0.8863323688783457
35,admin.,married,university.degree,no,no,no,cellular,jun,thu,4,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,Adulto,0.7940310291422465
49,technician,single,university.degree,no,no,no,telephone,may,mon,1,999,0,nonexistent,-1.8,93.876,-40.0,0.701,5008.7,Maduro,0.6682756876435926
32,self-employed,single,university.degree,no,yes,no,cellular,jul,thu,1,14,1,success,-2.9,92.469,-33.6,1.072,5076.2,Adulto,0.9427380688419292
60,admin.,married,professional.course,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,Maduro,0.6481085697990653
55,unemployed,divorced,university.degree,no,no,no,cellular,mar,tue,3,6,3,success,-1.8,93.369,-34.8,0.652,5008.7,Maduro,0.9617173910048269
39,entrepreneur,married,basic.6y,no,no,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,Adulto,0.5305387312288107
56,management,married,professional.course,no,no,no,cellular,jul,wed,2,999,0,nonexistent,-2.9,92.469,-33.6,1.085,5076.2,Maduro,0.7990840958155215
39,self-employed,married,professional.course,no,no,yes,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,Adulto,0.6501081906931183
40,admin.,married,university.degree,no,yes,no,cellular,aug,mon,1,999,2,failure,-2.9,92.201,-31.4,0.843,5076.2,Adulto,0.6380622058145402
83,retired,married,basic.9y,no,yes,yes,cellular,may,fri,1,3,3,failure,-1.8,92.893,-46.2,1.259,5099.1,Senior,0.7014619451267834
42,technician,married,professional.course,no,no,no,cellular,aug,thu,1,6,2,success,-1.7,94.027,-38.3,0.899,4991.6,Adulto,0.978360347922619
43,admin.,divorced,university.degree,no,yes,no,cellular,nov,fri,4,999,2,failure,-1.1,94.767,-50.8,1.04,4963.6,Adulto,0.7077085167877845
33,admin.,single,university.degree,no,no,no,telephone,jun,fri,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,Adulto,0.7094975053952748
41,self-employed,married,university.degree,no,yes,no,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,Adulto,0.5443522411988303
52,admin.,married,unknown,no,no,no,telephone,sep,tue,13,14,2,failure,-3.4,92.379,-29.8,0.819,5017.5,Maduro,0.7646670402161823
57,unknown,married,basic.4y,no,yes,no,cellular,jul,wed,3,999,0,nonexistent,-1.7,94.215,-40.3,0.802,4991.6,Maduro,0.9093622416667648
27,admin.,single,high.school,no,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Joven,0.6965466619145635
20,student,single,high.school,no,yes,no,telephone,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,Joven,0.5916004688602171
47,technician,married,basic.6y,no,no,no,cellular,sep,mon,2,6,3,success,-1.1,94.199,-37.5,0.882,4963.6,Maduro,0.9346172598257413
53,technician,married,high.school,no,yes,no,cellular,jul,fri,3,999,0,nonexistent,-2.9,92.469,-33.6,1.059,5076.2,Maduro,0.7740966948161766
60,retired,married,high.school,no,no,no,cellular,dec,thu,1,999,0,nonexistent,-3.0,92.713,-33.0,0.72,5023.5,Maduro,0.9158959797944997
30,admin.,single,university.degree,no,yes,yes,telephone,oct,mon,1,999,0,nonexistent,-0.1,93.798,-40.4,5.0,5195.8,Joven,0.7234793709801984
21,student,single,basic.9y,no,no,no,telephone,jul,thu,1,999,0,nonexistent,-1.7,94.215,-40.3,0.884,4991.6,Joven,0.8848027268836867
25,unemployed,single,professional.course,no,no,yes,cellular,apr,wed,3,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,Joven,0.6733032223263902
33,admin.,single,university.degree,no,yes,no,cellular,oct,fri,1,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,Adulto,0.8643569125615148
28,technician,single,professional.course,no,no,no,cellular,may,fri,1,3,1,success,-1.8,92.893,-46.2,1.259,5099.1,Joven,0.8243101483143486
27,unemployed,single,basic.9y,no,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Joven,0.6444837889828924
62,blue-collar,married,basic.4y,no,no,no,cellular,nov,mon,1,999,1,failure,-3.4,92.649,-30.1,0.719,5017.5,Senior,0.7323344686668208
37,blue-collar,married,basic.6y,no,no,yes,cellular,may,wed,4,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,Adulto,0.5033880926609209
36,blue-collar,married,basic.6y,no,no,no,cellular,apr,fri,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.5590247669391295
71,retired,single,university.degree,no,yes,no,cellular,aug,thu,1,6,2,failure,-2.9,92.201,-31.4,0.851,5076.2,Senior,0.9250748665632733
55,technician,married,high.school,no,yes,no,cellular,dec,thu,1,999,1,failure,-3.0,92.713,-33.0,0.72,5023.5,Maduro,0.8309664325385292
36,technician,single,professional.course,no,no,no,cellular,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,Adulto,0.8023235566702052
32,unemployed,married,high.school,no,no,no,telephone,sep,tue,1,999,1,failure,-1.1,94.199,-37.5,0.877,4963.6,Adulto,0.5117266642242967
28,technician,single,university.degree,no,yes,no,cellular,mar,mon,2,999,0,nonexistent,-1.8,92.843,-50.0,1.811,5099.1,Joven,0.8626803930292855
44,management,divorced,university.degree,no,no,no,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.479,5099.1,Adulto,0.5490411820360819
45,admin.,married,university.degree,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,-2.9,92.469,-33.6,1.029,5076.2,Adulto,0.8065942590172355
34,technician,married,university.degree,no,no,no,cellular,apr,thu,6,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,Adulto,0.6251727772106246
25,services,single,high.school,no,yes,no,cellular,oct,thu,2,999,0,nonexistent,-3.4,92.431,-26.9,0.733,5017.5,Joven,0.8568816228336095
55,admin.,married,high.school,no,no,no,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,Maduro,0.7930211199381989
25,student,single,high.school,no,no,no,cellular,nov,thu,1,999,0,nonexistent,-1.1,94.767,-50.8,1.041,4963.6,Joven,0.891970888975816
29,services,single,high.school,no,no,yes,telephone,jun,mon,1,999,0,nonexistent,-1.7,94.055,-39.8,0.711,4991.6,Joven,0.6427167259437538
31,student,single,university.degree,no,no,no,cellular,aug,tue,1,9,2,failure,-1.7,94.027,-38.3,0.899,4991.6,Adulto,0.969759429979708
40,admin.,single,high.school,no,yes,no,cellular,apr,fri,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.5276809345393683
38,technician,married,university.degree,no,no,no,cellular,mar,tue,1,999,0,nonexistent,-1.8,92.843,-50.0,1.687,5099.1,Adulto,0.8550490662010919
35,services,married,high.school,no,no,no,cellular,sep,tue,2,3,1,success,-3.4,92.379,-29.8,0.788,5017.5,Adulto,0.9496800699464857
33,services,married,high.school,no,no,no,cellular,aug,thu,1,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,Adulto,0.7689010758312315
29,admin.,single,university.degree,no,yes,no,telephone,jun,tue,2,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,Joven,0.7127359048878112
34,services,married,basic.9y,no,no,no,cellular,nov,tue,2,4,1,success,-0.1,93.2,-42.0,4.153,5195.8,Adulto,0.6595092640535847
29,admin.,single,university.degree,no,no,no,cellular,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,Joven,0.7363390195110286
72,retired,divorced,university.degree,no,no,no,cellular,aug,tue,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,Senior,0.8546848696759676
38,entrepreneur,married,professional.course,no,yes,yes,cellular,apr,mon,2,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1,Adulto,0.5050674977047179
68,retired,married,basic.4y,unknown,yes,no,cellular,jun,mon,3,999,0,nonexistent,-1.7,94.055,-39.8,0.754,4991.6,Senior,0.7690252443028109
26,self-employed,single,university.degree,no,no,no,cellular,may,wed,1,3,1,success,-1.8,92.893,-46.2,1.27,5099.1,Joven,0.849752725684218
34,unemployed,single,university.degree,no,no,no,cellular,nov,fri,5,999,1,failure,-3.4,92.649,-30.1,0.716,5017.5,Adulto,0.6971584565917852
52,management,married,university.degree,no,no,no,cellular,may,fri,5,999,1,failure,-1.8,93.876,-40.0,0.684,5008.7,Maduro,0.6849407137787641
36,management,married,university.degree,no,no,no,telephone,aug,mon,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,Adulto,0.6430839296398289
32,technician,single,professional.course,no,no,no,cellular,apr,mon,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.5168602676405495
33,admin.,single,university.degree,no,no,no,cellular,apr,fri,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.6720019902672253
30,services,married,high.school,no,no,no,cellular,apr,thu,2,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,Joven,0.5516042342014806
27,technician,single,university.degree,no,yes,no,cellular,oct,wed,1,999,1,failure,-1.1,94.601,-49.5,1.043,4963.6,Joven,0.8636840057395975
41,services,single,high.school,no,yes,yes,cellular,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,Adulto,0.665272088965963
41,blue-collar,married,basic.6y,no,yes,yes,cellular,apr,tue,2,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,Adulto,0.6599126143481994
43,management,married,university.degree,no,yes,no,cellular,apr,mon,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.5076633735750808
50,admin.,divorced,university.degree,no,yes,no,cellular,nov,fri,3,1,2,success,-0.1,93.2,-42.0,4.021,5195.8,Maduro,0.6516784809428611
28,admin.,single,high.school,no,yes,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,Joven,0.8218092595196949
67,retired,married,basic.6y,no,no,no,cellular,aug,tue,2,999,0,nonexistent,-2.9,92.201,-31.4,0.859,5076.2,Senior,0.870917922076371
27,admin.,single,university.degree,no,no,no,cellular,oct,tue,1,999,0,nonexistent,-1.1,94.601,-49.5,0.982,4963.6,Joven,0.9024188170447343
45,blue-collar,single,basic.9y,no,no,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,Adulto,0.6164879603041419
34,technician,married,university.degree,no,yes,no,cellular,nov,fri,1,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,Adulto,0.8254760648323306
48,admin.,single,university.degree,no,yes,no,cellular,aug,wed,1,0,2,success,-1.7,94.027,-38.3,0.9,4991.6,Maduro,0.9834435083173959
29,services,single,unknown,no,yes,no,cellular,apr,thu,5,999,0,nonexistent,-1.8,93.749,-34.6,0.659,5008.7,Joven,0.8160625282868851
48,technician,married,high.school,no,no,yes,cellular,oct,thu,3,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,Maduro,0.8539617684379637
20,student,single,high.school,no,no,no,cellular,nov,wed,2,3,3,success,-3.4,92.649,-30.1,0.715,5017.5,Joven,0.9607624756216359
50,management,married,university.degree,no,no,no,telephone,jun,mon,5,6,1,success,-1.7,94.055,-39.8,0.72,4991.6,Maduro,0.8619680790853015
54,unemployed,married,university.degree,no,no,no,telephone,aug,mon,3,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,Maduro,0.59639367355389
33,admin.,married,university.degree,no,yes,no,cellular,nov,tue,1,999,1,failure,-1.1,94.767,-50.8,1.035,4963.6,Adulto,0.763252924378313
30,student,single,university.degree,no,yes,no,cellular,apr,mon,6,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Joven,0.6890409140696157
31,entrepreneur,single,university.degree,no,yes,yes,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,Adulto,0.5081532013849721
46,entrepreneur,married,unknown,no,yes,yes,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Maduro,0.6497446393113973
83,retired,married,professional.course,no,yes,no,cellular,oct,fri,2,4,1,success,-3.4,92.431,-26.9,0.752,5017.5,Senior,0.9746323406267005
51,technician,married,professional.course,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,Maduro,0.6459959476558222
25,student,single,university.degree,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,Joven,0.7626619784750175
35,admin.,single,university.degree,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,Adulto,0.7969897914310938
29,admin.,single,high.school,no,yes,yes,cellular,jun,mon,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,Joven,0.8092808116175485
27,technician,single,unknown,no,no,no,cellular,may,fri,4,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,Joven,0.509120709205066
26,student,single,high.school,no,no,no,cellular,aug,fri,2,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,Joven,0.8469730268549325
29,services,single,high.school,no,yes,no,cellular,may,fri,1,999,2,failure,-1.8,93.876,-40.0,0.695,5008.7,Joven,0.6806449398798179
54,management,married,university.degree,unknown,no,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Maduro,0.598730780992905
33,blue-collar,married,high.school,no,no,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.6083016515758871
28,services,single,university.degree,no,yes,no,cellular,jul,mon,4,999,0,nonexistent,-2.9,92.469,-33.6,1.048,5076.2,Joven,0.7690367776879262
39,blue-collar,married,basic.9y,no,yes,no,cellular,sep,mon,3,999,0,nonexistent,-1.1,94.199,-37.5,0.882,4963.6,Adulto,0.7337486540040141
39,management,married,professional.course,no,yes,no,cellular,may,thu,1,6,1,success,-1.8,92.893,-46.2,1.327,5099.1,Adulto,0.7778686049313838
35,admin.,married,university.degree,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.749,-34.6,0.642,5008.7,Adulto,0.8065990103123084
34,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,Adulto,0.5053960556002756
53,admin.,single,university.degree,no,no,no,cellular,apr,thu,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,Maduro,0.9087581933187829
41,blue-collar,married,basic.9y,no,yes,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,Adulto,0.6073778699443882
34,admin.,divorced,university.degree,no,no,yes,cellular,apr,mon,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.5198228290151499
36,technician,single,professional.course,unknown,yes,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.5596756586893228
35,blue-collar,married,basic.9y,no,yes,no,cellular,dec,thu,1,4,3,success,-3.0,92.713,-33.0,0.707,5023.5,Adulto,0.9545413577273071
55,management,married,university.degree,no,yes,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Maduro,0.6679277756032596
50,admin.,single,basic.9y,no,unknown,unknown,cellular,jun,wed,1,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,Maduro,0.7290713712008651
24,student,single,high.school,no,no,no,cellular,aug,fri,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,Joven,0.8522305196880633
57,admin.,single,high.school,no,yes,no,telephone,may,mon,5,12,1,success,-1.8,92.893,-46.2,1.244,5099.1,Maduro,0.6111663969210411
44,admin.,married,high.school,no,yes,no,telephone,oct,fri,1,999,0,nonexistent,-0.1,93.798,-40.4,5.045,5195.8,Adulto,0.685956726001298
49,admin.,divorced,university.degree,no,yes,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,Maduro,0.7942084357684523
54,admin.,divorced,university.degree,no,no,no,cellular,dec,wed,7,6,2,success,-3.0,92.713,-33.0,0.715,5023.5,Maduro,0.9645199154742335
23,student,single,high.school,no,no,no,cellular,jul,mon,3,999,0,nonexistent,-2.9,92.469,-33.6,1.048,5076.2,Joven,0.8216732177874774
28,admin.,married,high.school,no,yes,no,cellular,nov,tue,5,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,Joven,0.805642160428853
25,admin.,single,university.degree,no,no,no,cellular,dec,fri,2,999,0,nonexistent,-3.0,92.713,-33.0,0.718,5023.5,Joven,0.9121436002966902
61,unknown,single,basic.4y,no,yes,yes,cellular,may,tue,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,Senior,0.5077840974539891
30,admin.,single,university.degree,no,no,no,cellular,jul,tue,1,3,2,success,-1.7,94.215,-40.3,0.797,4991.6,Joven,0.9798471756728293
30,admin.,married,university.degree,no,yes,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,Joven,0.6914278842762409
32,admin.,single,university.degree,no,no,no,cellular,mar,mon,3,999,0,nonexistent,-1.8,92.843,-50.0,1.52,5099.1,Adulto,0.8340321097533892
31,admin.,single,university.degree,no,yes,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.6275127171917839
80,retired,divorced,basic.4y,no,no,no,cellular,oct,tue,1,999,0,nonexistent,-3.4,92.431,-26.9,0.744,5017.5,Senior,0.8909547261062143
41,admin.,single,university.degree,no,no,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.6532902149134336
47,technician,married,professional.course,unknown,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Maduro,0.6104717645436387
50,admin.,married,university.degree,no,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.4,5099.1,Maduro,0.6772144415659701
25,student,single,basic.9y,no,no,yes,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,Joven,0.6063288237957145
76,unknown,married,unknown,no,no,no,telephone,jul,thu,3,999,0,nonexistent,-1.7,94.215,-40.3,0.899,4991.6,Senior,0.875254165731453
38,services,single,high.school,no,yes,no,cellular,apr,wed,3,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,Adulto,0.6474723228917569
39,blue-collar,married,basic.9y,no,yes,no,cellular,sep,fri,1,3,1,success,-3.4,92.379,-29.8,0.803,5017.5,Adulto,0.9490206778801776
26,technician,single,professional.course,no,yes,no,cellular,jun,wed,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,Joven,0.8367331094178143
20,student,single,unknown,no,yes,yes,cellular,oct,tue,1,3,4,success,-1.1,94.601,-49.5,0.982,4963.6,Joven,0.9686748980880794
36,entrepreneur,married,basic.9y,no,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.6474972061784753
